Name,Platform LabelCode,Year,Genre LabelCode,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Console,Game Title,Price,Mean,Median,Platform_0,Platform_1,Platform_2,Platform_3,Platform_4,Platform_5,Platform_6,Platform_7,Genre_0,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5,Genre_6,Genre_7,Genre_8,Genre_9,Genre_10,Genre_11
DUCK HUNT,3,1984,8,Nintendo,26930000,630000,280000,470000,28310000,NES,DUCK HUNT,82,True,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
EXCITEBIKE,3,1984,6,Nintendo,2040000,480000,1570000,70000,4160000,NES,EXCITEBIKE,45,True,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FINAL FANTASY,3,1987,7,SquareSoft,320000,0,520000,0,840000,NES,FINAL FANTASY,97,True,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GHOSTS N GOBLINS,3,1986,0,Capcom,740000,260000,610000,30000,1640000,NES,GHOSTS N GOBLINS,56,True,True,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GOLF,3,1984,10,Nintendo,1220000,280000,2460000,40000,4010000,NES,GOLF,26,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GRADIUS,3,1986,8,Konami Digital Entertainment,270000,80000,1000000,10000,1360000,NES,GRADIUS,69,True,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GYROMITE,3,1985,5,Nintendo,730000,160000,400000,30000,1320000,NES,GYROMITE,57,True,True,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HOGANS ALLEY,3,1984,8,Nintendo,680000,160000,410000,20000,1270000,NES,HOGANS ALLEY,52,True,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ICE CLIMBER,3,1985,4,Nintendo,460000,100000,920000,20000,1500000,NES,ICE CLIMBER,112,True,True,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ICE HOCKEY,3,1988,10,Nintendo,1270000,320000,780000,50000,2420000,NES,ICE HOCKEY,29,False,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JURASSIC PARK,3,1993,0,Ocean,250000,100000,0,10000,360000,NES,JURASSIC PARK,51,True,True,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KID ICARUS,3,1986,4,Nintendo,530000,120000,1090000,20000,1760000,NES,KID ICARUS,78,True,True,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
KIRBYS ADVENTURE,3,1993,4,Nintendo,790000,140000,800000,20000,1750000,NES,KIRBYS ADVENTURE,60,True,True,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
KUNG FU,3,1985,0,Nintendo,1640000,380000,1420000,60000,3500000,NES,KUNG FU,48,True,True,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LODE RUNNER,3,1984,5,Hudson Soft,0,0,1100000,0,1100000,NES,LODE RUNNER,61,True,True,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MEGA MAN 3,3,1990,4,Capcom,680000,100000,390000,0,1170000,NES,MEGA MAN 3,99,True,True,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MEGA MAN 4,3,1991,4,Capcom,510000,90000,320000,10000,930000,NES,MEGA MAN 4,107,True,True,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
METROID,3,1986,0,Nintendo,1330000,310000,1040000,50000,2730000,NES,METROID,109,True,True,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MIKE TYSONS PUNCHOUT,3,1987,2,Nintendo,2029999,470000,450000,70000,3020000,NES,MIKE TYSONS PUNCHOUT,133,True,True,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NES OPEN TOURNAMENT GOLF,3,1991,10,Nintendo,410000,100000,470000,20000,1000000,NES,NES OPEN TOURNAMENT GOLF,28,False,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NINTENDO WORLD CUP,3,1990,10,Nintendo,280000,500000,650000,50000,1480000,NES,NINTENDO WORLD CUP,24,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PINBALL,3,1984,0,Nintendo,800000,190000,830000,30000,1850000,NES,PINBALL,25,False,False,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
POPEYE,3,1983,4,Nintendo,510000,120000,450000,20000,1100000,NES,POPEYE,56,True,True,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PRO WRESTLING,3,1987,2,Nintendo,770000,180000,1420000,30000,2400000,NES,PRO WRESTLING,64,True,True,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RC PROAM,3,1988,6,Nintendo,1470000,380000,190000,100000,2140000,NES,RC PROAM,28,False,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RAD RACER,3,1986,6,Nintendo,1130000,370000,410000,50000,1960000,NES,RAD RACER,33,False,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SOCCER,3,1985,10,Nintendo,180000,230000,1530000,20000,1960000,NES,SOCCER,98,True,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
STAR SOLDIER,3,1986,8,Hudson Soft,320000,60000,570000,10000,960000,NES,STAR SOLDIER,29,False,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SUPER MARIO BROS,3,1985,4,Nintendo,29080000,3580000,6810000,770000,40240000,NES,SUPER MARIO BROS,112,True,True,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SUPER MARIO BROS 2,3,1988,4,Nintendo,5390000,1180000,700000,190000,7460000,NES,SUPER MARIO BROS 2,71,True,True,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SUPER MARIO BROS 3,3,1988,4,Nintendo,9540000,3440000,3840000,460000,17280000,NES,SUPER MARIO BROS 3,40,True,True,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TEENAGE MUTANT NINJA TURTLES,3,1989,0,Palcom,3380000,440000,310000,40000,4170000,NES,TEENAGE MUTANT NINJA TURTLES,53,True,True,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TEENAGE MUTANT NINJA TURTLES II THE ARCADE GAME,3,1990,0,Konami Digital Entertainment,1740000,250000,210000,30000,2230000,NES,TEENAGE MUTANT NINJA TURTLES II THE ARCADE GAME,82,True,True,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TENNIS,3,1984,10,Nintendo,480000,110000,1560000,20000,2170000,NES,TENNIS,55,True,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TETRIS,3,1988,5,Nintendo,2970000,690000,1810000,110000,5580000,NES,TETRIS,25,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TETRIS 2,3,1993,5,Nintendo,620000,130000,210000,20000,980000,NES,TETRIS 2,17,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WORLD CLASS TRACK MEET,3,1986,10,Namco Bandai Games,1920000,450000,640000,70000,3080000,NES,WORLD CLASS TRACK MEET,81,True,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WRECKING CREW,3,1985,4,Nintendo,0,0,510000,0,510000,NES,WRECKING CREW,98,True,True,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
YOSHI,3,1991,5,Nintendo,700000,130000,910000,10000,1750000,NES,YOSHI,29,False,True,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
YOSHIS COOKIE,3,1992,5,Nintendo,410000,60000,630000,20000,1120000,NES,YOSHIS COOKIE,27,False,True,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ZELDA II THE ADVENTURE OF LINK,3,1987,1,Nintendo,2190000,500000,1610000,80000,4380000,NES,ZELDA II THE ADVENTURE OF LINK,93,True,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
007 RACING,4,2000,6,Electronic Arts,300000,200000,0,30000,530000,PS,007 RACING,7,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
007 THE WORLD IS NOT ENOUGH,4,2000,0,Electronic Arts,510000,350000,0,60000,920000,PS,007 THE WORLD IS NOT ENOUGH,11,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
007 TOMORROW NEVER DIES,4,1999,8,Electronic Arts,1720000,1330000,0,160000,3210000,PS,007 TOMORROW NEVER DIES,10,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2XTREME,4,1996,10,Sony Computer Entertainment,1150000,200000,0,50000,1400000,PS,2XTREME,9,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3D BASEBALL,4,1996,10,BMG Interactive Entertainment,20000,10000,0,0,30000,PS,3D BASEBALL,14,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3XTREME,4,1999,0,989 Studios,500000,340000,0,60000,900000,PS,3XTREME,6,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40 WINKS,4,1999,4,GT Interactive,170000,120000,0,20000,310000,PS,40 WINKS,21,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A BUGS LIFE,4,1998,4,Sony Computer Entertainment,1960000,720000,0,110000,2790000,PS,A BUGS LIFE,8,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ATRAIN,4,1995,9,Sony Computer Entertainment,20000,10000,40000,10000,80000,PS,ATRAIN,39,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ATV QUAD POWER RACING,4,2000,6,Acclaim Entertainment,580000,390000,0,70000,1040000,PS,ATV QUAD POWER RACING,1,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ACE COMBAT 2,4,1997,9,Sony Computer Entertainment,160000,110000,560000,60000,890000,PS,ACE COMBAT 2,23,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACE COMBAT 3 ELECTROSPHERE,4,1999,9,Sony Computer Entertainment,220000,150000,400000,50000,830000,PS,ACE COMBAT 3 ELECTROSPHERE,25,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACTION BASS,4,2000,0,Take-Two Interactive,640000,430000,0,70000,1140000,PS,ACTION BASS,3,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ADIDAS POWER SOCCER,4,1996,10,Psygnosis,20000,10000,0,0,40000,PS,ADIDAS POWER SOCCER,11,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ADIDAS POWER SOCCER 98,4,1998,10,Psygnosis,10000,10000,0,0,20000,PS,ADIDAS POWER SOCCER 98,13,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AGILE WARRIOR F111X,4,1995,9,Virgin Interactive,80000,50000,0,10000,140000,PS,AGILE WARRIOR F111X,5,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AIR COMBAT,4,1995,9,Sony Computer Entertainment,920000,330000,520000,50000,1830000,PS,AIR COMBAT,32,False,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AKUJI THE HEARTLESS,4,1998,4,Eidos Interactive,70000,40000,0,10000,120000,PS,AKUJI THE HEARTLESS,15,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ALEXI LALAS INTERNATIONAL SOCCER,4,1998,10,Take-Two Interactive,40000,30000,0,0,70000,PS,ALEXI LALAS INTERNATIONAL SOCCER,4,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ALIEN RESURRECTION,4,2000,8,Fox Interactive,90000,60000,0,10000,160000,PS,ALIEN RESURRECTION,31,False,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ALIEN TRILOGY,4,1996,8,Acclaim Entertainment,240000,160000,40000,30000,470000,PS,ALIEN TRILOGY,70,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ALLIED GENERAL,4,1996,11,SSI,110000,70000,0,10000,190000,PS,ALLIED GENERAL,16,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ALUNDRA,4,1997,7,Psygnosis,130000,90000,0,10000,230000,PS,ALUNDRA,108,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ALUNDRA 2 A NEW LEGEND BEGINS,4,1999,7,Activision,150000,100000,0,20000,270000,PS,ALUNDRA 2 A NEW LEGEND BEGINS,40,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ANDRETTI RACING,4,1996,6,Electronic Arts,430000,290000,0,50000,770000,PS,ANDRETTI RACING,3,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ANIMANIACS TEN PIN ALLEY,4,1998,10,ASC Games,360000,250000,0,40000,660000,PS,ANIMANIACS TEN PIN ALLEY,8,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ANIMORPHS SHATTERED REALITY,4,2000,0,Infogrames,30000,20000,0,0,60000,PS,ANIMORPHS SHATTERED REALITY,12,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
APE ESCAPE,4,1999,4,Sony Computer Entertainment,710000,480000,320000,110000,1630000,PS,APE ESCAPE,21,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
APOCALYPSE,4,1998,0,Activision,250000,170000,0,30000,450000,PS,APOCALYPSE,15,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AQUANAUTS HOLIDAY,4,1995,1,Sony Computer Entertainment,10000,10000,0,0,20000,PS,AQUANAUTS HOLIDAY,18,False,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ARCADE PARTY PAK,4,1999,3,Midway Games,60000,40000,0,10000,110000,PS,ARCADE PARTY PAK,4,False,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AREA 51,4,1996,8,GT Interactive,400000,270000,0,50000,720000,PS,AREA 51,16,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ARMORED CORE,4,1997,9,Sony Computer Entertainment,130000,90000,160000,30000,410000,PS,ARMORED CORE,31,False,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ARMORED CORE MASTER OF ARENA,4,1999,9,From Software,70000,50000,130000,20000,260000,PS,ARMORED CORE MASTER OF ARENA,23,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ARMORED CORE PROJECT PHANTASMA,4,1997,9,From Software,60000,40000,150000,20000,280000,PS,ARMORED CORE PROJECT PHANTASMA,35,False,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ARMORINES PROJECT SWARM,4,2000,8,Acclaim Entertainment,50000,30000,0,10000,80000,PS,ARMORINES PROJECT SWARM,7,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ARMY MEN 3D,4,1999,0,3DO,1100000,140000,0,40000,1280000,PS,ARMY MEN 3D,8,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ARMY MEN WORLD WAR FINAL FRONT,4,2001,0,3DO,240000,170000,0,30000,440000,PS,ARMY MEN WORLD WAR FINAL FRONT,13,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ARMY MEN WORLD WAR TEAM ASSAULT,4,2001,0,3DO,60000,40000,0,10000,100000,PS,ARMY MEN WORLD WAR TEAM ASSAULT,10,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ARMY MEN AIR ATTACK,4,1999,0,3DO,470000,320000,0,60000,850000,PS,ARMY MEN AIR ATTACK,4,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ARMY MEN AIR ATTACK 2,4,2000,0,3DO,170000,110000,0,20000,300000,PS,ARMY MEN AIR ATTACK 2,3,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ARMY MEN GREEN ROGUE,4,2001,0,3DO,40000,20000,0,0,70000,PS,ARMY MEN GREEN ROGUE,8,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ARMY MEN SARGES HEROES,4,1999,0,3DO,310000,210000,0,40000,560000,PS,ARMY MEN SARGES HEROES,10,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ARMY MEN SARGES HEROES 2,4,2000,8,3DO,140000,90000,0,20000,240000,PS,ARMY MEN SARGES HEROES 2,8,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ARTHUR READY TO RACE,4,2000,6,The Learning Company,30000,20000,0,0,50000,PS,ARTHUR READY TO RACE,7,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ASSAULT RIGS,4,1996,0,Electronic Arts Victor,20000,20000,0,0,40000,PS,ASSAULT RIGS,27,False,True,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ASSAULT RETRIBUTION,4,1998,0,Telstar,70000,50000,0,10000,130000,PS,ASSAULT RETRIBUTION,19,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ASTEROIDS,4,1998,8,Success,640000,430000,0,70000,1150000,PS,ASTEROIDS,3,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ATARI ANNIVERSARY EDITION REDUX,4,2000,3,Infogrames,100000,70000,0,10000,180000,PS,ATARI ANNIVERSARY EDITION REDUX,7,False,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AUTO DESTRUCT,4,1998,0,Electronic Arts,40000,30000,0,10000,80000,PS,AUTO DESTRUCT,20,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AZURE DREAMS,4,1997,7,Konami Digital Entertainment,70000,50000,0,10000,130000,PS,AZURE DREAMS,94,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BACKSTREET BILLIARDS,4,1998,3,ASCII Entertainment,190000,130000,0,20000,340000,PS,BACKSTREET BILLIARDS,7,False,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BACKYARD SOCCER,4,2001,10,Infogrames,70000,50000,0,10000,130000,PS,BACKYARD SOCCER,7,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BALL BREAKERS,4,2000,0,Take-Two Interactive,100000,70000,0,10000,180000,PS,BALL BREAKERS,7,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BALLBLAZER CHAMPIONS,4,1997,10,CTO SpA,10000,10000,0,0,20000,PS,BALLBLAZER CHAMPIONS,6,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BALLISTIC,4,1999,5,Atari,20000,10000,0,0,40000,PS,BALLISTIC,10,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BARBIE EXPLORER,4,2001,4,Unknown,80000,50000,0,10000,140000,PS,BARBIE EXPLORER,17,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BARBIE SUPER SPORTS,4,1999,10,Mattel Interactive,120000,80000,0,10000,220000,PS,BARBIE SUPER SPORTS,6,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BASES LOADED 96 DOUBLE HEADER,4,1995,10,Jaleco,280000,190000,0,30000,500000,PS,BASES LOADED 96 DOUBLE HEADER,13,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BASS LANDING,4,1999,10,ASCII Entertainment,210000,140000,230000,40000,620000,PS,BASS LANDING,9,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BASS RISE,4,1999,10,Namco Bandai Games,30000,20000,0,0,50000,PS,BASS RISE,8,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BATMAN  ROBIN,4,1998,0,Acclaim Entertainment,60000,40000,0,10000,110000,PS,BATMAN  ROBIN,25,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BATMAN BEYOND RETURN OF THE JOKER,4,2000,0,Ubisoft,90000,60000,0,10000,170000,PS,BATMAN BEYOND RETURN OF THE JOKER,22,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BATMAN GOTHAM CITY RACER,4,2001,6,Ubisoft,30000,20000,0,0,50000,PS,BATMAN GOTHAM CITY RACER,19,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BATTLE ARENA TOSHINDEN,4,1994,2,Sony Computer Entertainment,390000,260000,530000,80000,1270000,PS,BATTLE ARENA TOSHINDEN,13,False,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BATTLE ARENA TOSHINDEN 2,4,1995,2,Sony Computer Entertainment,150000,100000,410000,50000,710000,PS,BATTLE ARENA TOSHINDEN 2,18,False,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BATTLE ARENA TOSHINDEN 3,4,1996,2,Sony Computer Entertainment,60000,40000,140000,20000,270000,PS,BATTLE ARENA TOSHINDEN 3,15,False,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BATTLE HUNTER,4,1999,11,Midas Interactive Entertainment,20000,10000,0,0,40000,PS,BATTLE HUNTER,18,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BATTLE STATIONS,4,1997,11,Electronic Arts,430000,290000,0,50000,780000,PS,BATTLE STATIONS,4,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BEYOND THE BEYOND,4,1995,7,Sony Computer Entertainment,110000,80000,350000,40000,570000,PS,BEYOND THE BEYOND,41,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BIG AIR,4,1999,10,Accolade,100000,70000,0,10000,190000,PS,BIG AIR,7,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BIG BASS FISHING,4,2002,0,Take-Two Interactive,0,0,20000,0,20000,PS,BIG BASS FISHING,2,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BIG BASS WORLD CHAMPIONSHIP,4,1997,10,Starfish,200000,140000,0,20000,360000,PS,BIG BASS WORLD CHAMPIONSHIP,7,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BIG STRIKE BOWLING,4,2003,10,Gotham Games,230000,160000,0,30000,420000,PS,BIG STRIKE BOWLING,1,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BIO FREAKS,4,1998,0,GT Interactive,70000,50000,0,10000,130000,PS,BIO FREAKS,10,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BLACK BASS WITH BLUE MARLIN,4,1999,10,Starfish,60000,40000,0,10000,110000,PS,BLACK BASS WITH BLUE MARLIN,10,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BLACK DAWN,4,1996,9,Virgin Interactive,70000,50000,0,10000,130000,PS,BLACK DAWN,5,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BLAST CHAMBER,4,1996,8,Activision,50000,40000,0,10000,100000,PS,BLAST CHAMBER,14,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BLAST LACROSSE,4,2001,10,Acclaim Entertainment,30000,20000,0,0,60000,PS,BLAST LACROSSE,10,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BLAST RADIUS,4,1998,0,Psygnosis,40000,30000,0,0,70000,PS,BLAST RADIUS,10,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BLASTER MASTER BLASTING AGAIN,4,2000,8,Sunsoft,140000,100000,0,20000,250000,PS,BLASTER MASTER BLASTING AGAIN,11,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BLASTO,4,1998,0,Sony Computer Entertainment,200000,130000,0,20000,350000,PS,BLASTO,25,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BLAZING DRAGONS,4,1996,1,Crystal Dynamics,80000,60000,0,10000,150000,PS,BLAZING DRAGONS,19,False,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BLOOD OMEN LEGACY OF KAIN,4,1996,7,Crystal Dynamics,250000,170000,0,30000,440000,PS,BLOOD OMEN LEGACY OF KAIN,31,False,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BLOODY ROAR,4,1997,2,Virgin Interactive,220000,150000,0,30000,390000,PS,BLOODY ROAR,35,False,True,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BLUES CLUES BLUES BIG MUSICAL,4,2001,3,THQ,280000,190000,0,30000,500000,PS,BLUES CLUES BLUES BIG MUSICAL,5,False,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BOB THE BUILDER CAN WE FIX IT,4,2000,0,THQ,310000,210000,0,40000,570000,PS,BOB THE BUILDER CAN WE FIX IT,9,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BOGEY DEAD 6,4,1996,9,Sony Computer Entertainment,50000,40000,0,10000,90000,PS,BOGEY DEAD 6,8,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BOMBERMAN FANTASY RACE,4,1998,6,Virgin Interactive,10000,10000,0,0,20000,PS,BOMBERMAN FANTASY RACE,54,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BOMBERMAN PARTY EDITION,4,1998,5,Virgin Interactive,70000,50000,0,10000,120000,PS,BOMBERMAN PARTY EDITION,11,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BOMBERMAN WORLD,4,1998,5,Sony Computer Entertainment,60000,40000,220000,20000,330000,PS,BOMBERMAN WORLD,23,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
