Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
MIA HAMM SOCCER 64,N64,2000,Sports,THQ,60000.0,10000.0,,,70000
MICKEYS SPEEDWAY USA,N64,2000,Racing,Nintendo,370000.0,80000.0,140000.0,10000.0,600000
MICKEYS SPEEDWAY USA WEEKLY JP SALES,N64,2000,Racing,Nintendo,,,100000.0,,100000
MICRO MACHINES 64 TURBO,N64,1999,Racing,Codemasters,110000.0,30000.0,,,140000
MIDWAYS GREATEST ARCADE HITS VOLUME 1,N64,2000,Misc,Midway Games,190000.0,50000.0,,,240000
MIKE PIAZZAS STRIKE ZONE,N64,1998,Sports,GT Interactive,50000.0,10000.0,,,60000
MILOS ASTRO LANES,N64,1998,Sports,Interplay,80000.0,20000.0,,,100000
MISCHIEF MAKERS,N64,1997,Platform,Nintendo,250000.0,60000.0,70000.0,60000.0,430000
MISSION IMPOSSIBLE,N64,1997,Action,Ocean,740000.0,380000.0,20000.0,30000.0,1170000
MONACO GRAND PRIX,N64,1999,Racing,Ubisoft,30000.0,10000.0,,,40000
MONOPOLY,N64,1999,Misc,Hasbro Interactive,170000.0,40000.0,,,210000
MONSTER TRUCK MADNESS 64,N64,1999,Racing,Take-Two Interactive,240000.0,60000.0,,,300000
MORTAL KOMBAT 4,N64,1998,Fighting,GT Interactive,550000.0,170000.0,,10000.0,730000
MORTAL KOMBAT MYTHOLOGIES SUBZERO,N64,1997,Fighting,Midway Games,320000.0,70000.0,,,400000
MORTAL KOMBAT TRILOGY,N64,1996,Fighting,GT Interactive,720000.0,220000.0,,20000.0,960000
MS PACMAN MAZE MADNESS,N64,2000,Puzzle,Namco Bandai Games,180000.0,40000.0,,,220000
MYSTICAL NINJA STARRING GOEMON,N64,1997,Action,Konami Digital Entertainment,70000.0,20000.0,230000.0,40000.0,360000
NASCAR 2000,N64,1999,Racing,Electronic Arts,490000.0,30000.0,,,530000
NASCAR 99,N64,1998,Racing,Electronic Arts,940000.0,40000.0,,10000.0,980000
NBA COURTSIDE 2 FEATURING KOBE BRYANT,N64,1999,Sports,Nintendo,200000.0,50000.0,,,250000
NBA HANGTIME,N64,1997,Sports,GT Interactive,480000.0,80000.0,,,570000
NBA IN THE ZONE 98,N64,1997,Sports,Konami Digital Entertainment,250000.0,20000.0,,,270000
NBA IN THE ZONE 99,N64,1998,Sports,Konami Digital Entertainment,40000.0,,,,40000
NBA JAM 2000,N64,1999,Sports,Acclaim Entertainment,120000.0,10000.0,,,130000
NBA JAM 99,N64,1998,Sports,Acclaim Entertainment,250000.0,20000.0,,,270000
NBA LIVE 2000,N64,1999,Sports,Electronic Arts,420000.0,20000.0,,,440000
NBA LIVE 99,N64,1998,Sports,Electronic Arts,450000.0,20000.0,,,470000
NBA SHOWTIME NBA ON NBC,N64,1999,Sports,Midway Games,230000.0,20000.0,,,250000
NBA IN THE ZONE 2000,N64,2000,Sports,Konami Digital Entertainment,40000.0,,,,40000
NFL BLITZ,N64,1998,Sports,Midway Games,1020000.0,40000.0,,10000.0,1060000
NFL BLITZ 2000,N64,1999,Sports,Midway Games,550000.0,20000.0,,,580000
NFL BLITZ 2001,N64,2000,Sports,Midway Games,340000.0,70000.0,,,420000
NFL QB CLUB 2001,N64,2000,Sports,Acclaim Entertainment,110000.0,10000.0,,,120000
NFL QUARTERBACK CLUB 2000,N64,1999,Sports,Acclaim Entertainment,370000.0,30000.0,,,400000
NFL QUARTERBACK CLUB 98,N64,1997,Sports,Acclaim Entertainment,1010000.0,50000.0,,10000.0,1060000
NFL QUARTERBACK CLUB 99,N64,1998,Sports,Acclaim Entertainment,590000.0,20000.0,,,620000
NHL 99,N64,1998,Sports,Electronic Arts,380000.0,10000.0,,,390000
NHL BLADES OF STEEL 99,N64,1999,Sports,Konami Digital Entertainment,50000.0,,,,50000
NHL BREAKAWAY 98,N64,1998,Sports,Acclaim Entertainment,300000.0,20000.0,,,320000
NHL BREAKAWAY 99,N64,1998,Sports,Acclaim Entertainment,70000.0,10000.0,,,80000
NAGANO WINTER OLYMPICS 98,N64,1997,Sports,Konami Digital Entertainment,150000.0,40000.0,130000.0,,320000
NAMCO MUSEUM 64,N64,1999,Misc,Namco Bandai Games,1240000.0,170000.0,30000.0,10000.0,1450000
NEON GENESIS EVANGELION,N64,1999,Adventure,Namco Bandai Games,,,60000.0,,60000
NIGHTMARE CREATURES,N64,1996,Action,Activision,210000.0,50000.0,,,260000
NUCLEAR STRIKE 64,N64,1999,Simulation,THQ,90000.0,20000.0,,,110000
OFF ROAD CHALLENGE,N64,1998,Racing,GT Interactive,270000.0,60000.0,,,340000
OGRE BATTLE 64 PERSON OF LORDLY CALIBER,N64,1999,Role-Playing,Nintendo,100000.0,20000.0,250000.0,40000.0,410000
OLYMPIC HOCKEY 98,N64,1998,Sports,GT Interactive,50000.0,10000.0,,,60000
PD ULTRAMAN BATTLE COLLECTION 64,N64,1999,Strategy,Namco Bandai Games,,,40000.0,,40000
PGA EUROPEAN TOUR,N64,2000,Sports,Infogrames,10000.0,,,,10000
PAPER MARIO,N64,2000,Role-Playing,Nintendo,580000.0,180000.0,590000.0,20000.0,1380000
PAPERBOY,N64,1999,Action,Midway Games,190000.0,50000.0,,,240000
PENNY RACERS,N64,1998,Racing,THQ,50000.0,10000.0,,,60000
PERFECT DARK,N64,2000,Action,Nintendo,1550000.0,750000.0,160000.0,60000.0,2520000
PILOTWINGS 64,N64,1996,Simulation,Nintendo,560000.0,240000.0,300000.0,20000.0,1120000
POCKET MONSTERS STADIUM,N64,1998,Strategy,Nintendo,,,1370000.0,,1370000
POKEMON PUZZLE LEAGUE,N64,2000,Puzzle,Nintendo,360000.0,80000.0,,10000.0,450000
POKEMON SNAP,N64,1999,Simulation,Nintendo,2230000.0,680000.0,660000.0,60000.0,3630000
POKEMON STADIUM,N64,1999,Strategy,Nintendo,3180000.0,1240000.0,940000.0,90000.0,5450000
POKÉMON STADIUM 2,N64,2000,Strategy,Nintendo,1020000.0,360000.0,1130000.0,230000.0,2730000
POLARIS SNOCROSS,N64,2000,Racing,Vatical Entertainment,50000.0,10000.0,,,60000
PUYO PUYO SUN 64,N64,1997,Puzzle,Compile,,,160000.0,30000.0,190000
QUAKE,N64,1998,Shooter,GT Interactive,150000.0,40000.0,,,190000
QUAKE II,N64,1999,Shooter,Activision,240000.0,60000.0,,,300000
QUEST 64,N64,1998,Role-Playing,Konami Digital Entertainment,380000.0,80000.0,,10000.0,470000
RR64 RIDGE RACER 64,N64,1999,Racing,Nintendo,320000.0,70000.0,,,400000
RALLY CHALLENGE 2000,N64,1999,Racing,Imagineer,30000.0,10000.0,,,40000
RAMPAGE 2 UNIVERSAL TOUR,N64,1999,Action,GT Interactive,180000.0,40000.0,,,220000
RAMPAGE WORLD TOUR,N64,1998,Action,GT Interactive,360000.0,80000.0,,10000.0,450000
RAT ATTACK,N64,2000,Puzzle,Mindscape,20000.0,,,,20000
RAYMAN 2 THE GREAT ESCAPE,N64,1999,Platform,Ubisoft,400000.0,220000.0,,20000.0,640000
REVOLT,N64,1999,Racing,Acclaim Entertainment,140000.0,40000.0,,,180000
READY 2 RUMBLE BOXING,N64,1999,Sports,Midway Games,470000.0,110000.0,,10000.0,590000
READY 2 RUMBLE BOXING ROUND 2,N64,2000,Fighting,Midway Games,190000.0,50000.0,,,240000
RESIDENT EVIL 2,N64,1999,Action,Virgin Interactive,390000.0,90000.0,70000.0,10000.0,560000
ROAD RASH 64,N64,1999,Racing,THQ,190000.0,50000.0,,,240000
ROADSTERS 99,N64,1999,Racing,Titus,60000.0,130000.0,,10000.0,200000
ROBOTRON 64,N64,1998,Shooter,GT Interactive,70000.0,20000.0,,,90000
ROCKET ROBOT ON WHEELS,N64,1999,Platform,Ubisoft,100000.0,20000.0,,,120000
RUGRATS IN PARIS THE MOVIE,N64,2000,Action,THQ,400000.0,90000.0,,10000.0,500000
RUGRATS SCAVENGER HUNT,N64,1999,Misc,THQ,410000.0,90000.0,,10000.0,510000
RUSH 2 EXTREME RACING USA,N64,1998,Racing,Midway Games,350000.0,60000.0,,,420000
SCARS,N64,1998,Racing,Ubisoft,50000.0,10000.0,,,60000
SABANS POWER RANGERS LIGHTSPEED RESCUE,N64,2000,Action,THQ,290000.0,60000.0,,,360000
SAIKYOU HABU SHOGI,N64,1996,Misc,Seta Corporation,,,60000.0,30000.0,90000
SAN FRANCISCO RUSH 2049,N64,2000,Racing,Midway Games,160000.0,40000.0,,,200000
SAN FRANCISCO RUSH EXTREME RACING,N64,1997,Racing,GT Interactive,630000.0,110000.0,,10000.0,750000
SCOOBYDOO CLASSIC CREEP CAPERS,N64,2000,Action,THQ,300000.0,60000.0,,,370000
SESAME STREET ELMOS LETTER ADVENTURE,N64,1999,Misc,NewKidCo,140000.0,40000.0,,,180000
SESAME STREET ELMOS NUMBER JOURNEY,N64,1999,Misc,NewKidCo,150000.0,40000.0,,,190000
SHADOW MAN,N64,1999,Action,Acclaim Entertainment,180000.0,80000.0,,10000.0,270000
SHADOWGATE 64 TRIALS OF THE FOUR TOWERS,N64,1999,Adventure,Kemco,60000.0,10000.0,,,70000
SIN AND PUNISHMENT,N64,2000,Shooter,Nintendo,,,130000.0,,130000
SNOWBOARD KIDS,N64,1996,Sports,Atlus,160000.0,40000.0,,,200000
SNOWBOARD KIDS 2,N64,1999,Sports,Atlus,90000.0,20000.0,,,110000
SOUTH PARK,N64,1998,Shooter,Acclaim Entertainment,900000.0,230000.0,,20000.0,1140000
SOUTH PARK RALLY,N64,2000,Racing,Acclaim Entertainment,160000.0,40000.0,,,200000
SOUTH PARK CHEFS LUV SHACK,N64,1999,Misc,Acclaim Entertainment,190000.0,50000.0,,,240000
SPACE INVADERS,N64,1999,Shooter,Activision,130000.0,30000.0,,,160000
SPACE STATION SILICON VALLEY,N64,1997,Adventure,Take-Two Interactive,120000.0,30000.0,,,150000
SPIDERMAN,N64,2000,Action,Activision,430000.0,90000.0,,10000.0,530000
STAR FOX 64,N64,1997,Shooter,Nintendo,2780000.0,580000.0,640000.0,40000.0,4030000
STAR SOLDIER VANISHING EARTH,N64,1998,Shooter,Hudson Entertainment,50000.0,10000.0,,,60000
STAR WARS EPISODE I RACER,N64,1999,Racing,Nintendo,2310000.0,620000.0,140000.0,40000.0,3120000
STAR WARS EPISODE I BATTLE FOR NABOO,N64,2000,Simulation,LucasArts,210000.0,50000.0,,,260000
STAR WARS ROGUE SQUADRON,N64,1998,Simulation,Nintendo,1600000.0,460000.0,80000.0,30000.0,2170000
STAR WARS SHADOWS OF THE EMPIRE,N64,1996,Action,Nintendo,2000000.0,500000.0,120000.0,30000.0,2650000
STARCRAFT 64,N64,2000,Strategy,Nintendo,130000.0,30000.0,,,160000
STARSHOT SPACE CIRCUS FEVER,N64,1998,Platform,Infogrames,20000.0,10000.0,,,30000
SUPER BOWLING,N64,1999,Sports,Athena,20000.0,,,,20000
SUPER MARIO 64,N64,1996,Platform,Nintendo,6910000.0,2850000.0,1910000.0,230000.0,11890000
SUPER ROBOT SPIRITS,N64,1998,Fighting,Banpresto,,,40000.0,30000.0,70000
SUPER ROBOT TAISEN 64,N64,1999,Strategy,Banpresto,,,200000.0,,200000
SUPER SMASH BROS,N64,1999,Fighting,Nintendo,2950000.0,600000.0,1970000.0,40000.0,5550000
SUPERCROSS 2000,N64,1999,Racing,Electronic Arts,230000.0,60000.0,,,290000
SUPERMAN THE NEW SUPERMAN ADVENTURES,N64,1999,Action,Titus,330000.0,70000.0,,,410000
TETRISPHERE,N64,1997,Puzzle,Nintendo,290000.0,60000.0,,,360000
THE LEGEND OF ZELDA MAJORAS MASK,N64,2000,Action,Nintendo,1900000.0,670000.0,730000.0,60000.0,3360000
THE LEGEND OF ZELDA OCARINA OF TIME,N64,1998,Action,Nintendo,4099999.0,1890000.0,1450000.0,160000.0,7600000
THE NEW TETRIS,N64,1999,Puzzle,Nintendo,220000.0,50000.0,20000.0,,290000
THE POWERPUFF GIRLS CHEMICAL XTRACTION,N64,2001,Action,BAM! Entertainment,130000.0,30000.0,,,160000
TIGGERS HONEY HUNT,N64,2000,Platform,Ubisoft,160000.0,40000.0,,,200000
TOM CLANCYS RAINBOW SIX,N64,1999,Shooter,Red Storm Entertainment,480000.0,150000.0,,10000.0,640000
TOM AND JERRY IN FISTS OF FURRY,N64,2000,Fighting,Ubisoft,130000.0,30000.0,,,160000
TONIC TROUBLE,N64,1999,Platform,Ubisoft,90000.0,20000.0,,,110000
TONY HAWKS PRO SKATER,N64,2000,Sports,Activision,1680000.0,400000.0,,30000.0,2110000
TONY HAWKS PRO SKATER 2,N64,2001,Sports,Activision,590000.0,160000.0,,10000.0,760000
TONY HAWKS PRO SKATER 3,N64,2002,Sports,Activision,60000.0,20000.0,,,80000
TOP GEAR HYPERBIKE,N64,1999,Racing,Kemco,50000.0,10000.0,,,60000
TOP GEAR OVERDRIVE,N64,1998,Racing,Kemco,230000.0,60000.0,,,290000
TOP GEAR RALLY,N64,1997,Racing,Kemco,320000.0,70000.0,,,400000
TOP GEAR RALLY 2,N64,1999,Racing,Kemco,90000.0,20000.0,,,110000
TOY STORY 2 BUZZ LIGHTYEAR TO THE RESCUE,N64,1999,Platform,Activision,710000.0,200000.0,,10000.0,930000
TRIPLE PLAY 2000,N64,1999,Sports,Electronic Arts,270000.0,10000.0,,,280000
TUROK 2 SEEDS OF EVIL,N64,1997,Platform,Acclaim Entertainment,1370000.0,410000.0,40000.0,40000.0,1860000
TUROK 3 SHADOW OF OBLIVION,N64,2000,Shooter,Acclaim Entertainment,120000.0,50000.0,,,170000
TUROK DINOSAUR HUNTER,N64,1997,Shooter,Acclaim Entertainment,,,50000.0,,50000
TUROK RAGE WARS,N64,1999,Shooter,Acclaim Entertainment,300000.0,60000.0,,,370000
TWISTED EDGE EXTREME SNOWBOARDING,N64,1998,Sports,Kemco,160000.0,40000.0,,,200000
VRALLY EDITION 99,N64,1998,Racing,Infogrames,70000.0,20000.0,,,90000
VIGILANTE 8,N64,1998,Racing,Activision,250000.0,60000.0,,,310000
VIGILANTE 8 2ND OFFENSE,N64,2000,Racing,Activision,90000.0,20000.0,,,110000
VIRTUAL CHESS 64,N64,1998,Misc,Titus,50000.0,10000.0,,,60000
VIRTUAL POOL 64,N64,1998,Sports,Crave Entertainment,80000.0,20000.0,,,100000
VIZ,N64,1998,Racing,Acclaim Entertainment,230000.0,60000.0,,,290000
WCW MAYHEM,N64,1999,Fighting,Electronic Arts,630000.0,150000.0,,10000.0,790000
WCW NITRO,N64,1998,Fighting,THQ,170000.0,40000.0,,,210000
WCW VS NWO WORLD TOUR,N64,1997,Fighting,THQ,1370000.0,280000.0,30000.0,20000.0,1690000
WCWNWO REVENGE,N64,1998,Fighting,THQ,1940000.0,390000.0,30000.0,20000.0,2380000
WWF ATTITUDE,N64,1999,Fighting,Acclaim Entertainment,570000.0,130000.0,,10000.0,710000
WWF NO MERCY,N64,2000,Fighting,THQ,1200000.0,270000.0,20000.0,20000.0,1500000
WWF WAR ZONE,N64,1998,Fighting,Acclaim Entertainment,1080000.0,240000.0,,20000.0,1330000
WWF WRESTLEMANIA 2000,N64,1999,Fighting,THQ,1200000.0,250000.0,20000.0,20000.0,1480000
WAR GODS,N64,1997,Fighting,Midway Games,230000.0,60000.0,,,290000
WAVE RACE 64,N64,1996,Racing,Nintendo,1980000.0,580000.0,340000.0,40000.0,2940000
WAYNE GRETZKYS 3D HOCKEY,N64,1996,Sports,Nintendo,490000.0,30000.0,,,530000
WAYNE GRETZKYS 3D HOCKEY 98,N64,1997,Sports,Midway Games,230000.0,20000.0,,,250000
WETRIX,N64,1998,Puzzle,Ocean,60000.0,20000.0,,,80000
WHEEL OF FORTUNE,N64,1997,Misc,Take-Two Interactive,200000.0,50000.0,,,250000
WINBACK COVERT OPERATIONS,N64,1999,Shooter,Virgin Interactive,170000.0,40000.0,,,210000
WIPEOUT 64,N64,1998,Racing,Midway Games,280000.0,140000.0,,10000.0,430000
WONDER PROJECT J2 KORURO NO MORI NO JOSETTE,N64,1996,Simulation,Enix Corporation,,,120000.0,40000.0,160000
WORLD CUP 98,N64,1998,Sports,Electronic Arts,140000.0,400000.0,,40000.0,580000
WORLD DRIVER CHAMPIONSHIP,N64,1999,Racing,Midway Games,140000.0,30000.0,,,170000
WORMS ARMAGEDDON,N64,1999,Strategy,Infogrames,30000.0,10000.0,,,40000
XENA WARRIOR PRINCESS  THE TALISMAN OF FATE,N64,1999,Fighting,Titus,230000.0,60000.0,,,290000
YOSHIS STORY,N64,1997,Platform,Nintendo,1290000.0,530000.0,980000.0,50000.0,2850000
1942,NES,1985,Shooter,Capcom,650000.0,140000.0,210000.0,,1000000
4 NIN UCHI MAHJONG,NES,1984,Misc,Nintendo,,,1450000.0,,1450000
ADVENTURE ISLAND,NES,1986,Platform,Hudson Soft,,,1050000.0,,1050000
ADVENTURES OF LOLO,NES,1989,Puzzle,HAL Laboratory,60000.0,,,,60000
BALLOON FIGHT,NES,1985,Platform,Nintendo,390000.0,90000.0,430000.0,10000.0,920000
BASEBALL,NES,1983,Sports,Nintendo,730000.0,100000.0,2350000.0,20000.0,3200000
BOMBERMAN,NES,1985,Puzzle,Hudson Soft,180000.0,,850000.0,,1030000
BOMBERMAN II,NES,1991,Puzzle,Hudson Soft,160000.0,30000.0,150000.0,100000.0,440000
CASTLEVANIA,NES,1986,Platform,Konami Digital Entertainment,540000.0,60000.0,620000.0,10000.0,1230000
CASTLEVANIA II SIMONS QUEST,NES,1987,Platform,Konami Digital Entertainment,450000.0,60000.0,420000.0,,930000
CASTLEVANIA III DRACULAS CURSE,NES,1989,Platform,Konami Digital Entertainment,400000.0,70000.0,370000.0,10000.0,850000
CLU CLU LAND,NES,1984,Puzzle,Nintendo,420000.0,100000.0,280000.0,20000.0,820000
COMMANDO,NES,1986,Action,Capcom,710000.0,160000.0,250000.0,30000.0,1140000
DIG DUG,NES,1985,Puzzle,Namco Bandai Games,,,410000.0,,410000
DISNEYS CHIP N DALE RESCUE RANGERS,NES,1990,Platform,Capcom,680000.0,140000.0,350000.0,20000.0,1190000
DISNEYS DUCKTALES,NES,1989,Platform,Capcom,910000.0,300000.0,420000.0,40000.0,1670000
DONKEY KONG,NES,1983,Platform,Nintendo,230000.0,50000.0,840000.0,10000.0,1130000
DONKEY KONG CLASSICS,NES,1988,Platform,Nintendo,590000.0,140000.0,810000.0,20000.0,1560000
DONKEY KONG JR,NES,1983,Platform,Nintendo,330000.0,70000.0,700000.0,10000.0,1110000
DORAEMON,NES,1986,Action,Hudson Soft,,,1150000.0,,1150000
DR MARIO,NES,1990,Puzzle,Nintendo,2620000.0,600000.0,1520000.0,100000.0,4850000
DRAGON BALL DAIMAOU FUKKATSU,NES,1988,Role-Playing,Namco Bandai Games,,,1250000.0,,1250000
DRAGON WARRIOR,NES,1986,Role-Playing,Capcom,490000.0,,520000.0,1510000.0,2520000
DRAGON WARRIOR II,NES,1987,Role-Playing,Enix Corporation,150000.0,,2410000.0,,2560000
DRAGON WARRIOR III,NES,1988,Role-Playing,Enix Corporation,100000.0,,3770000.0,,3870000
DRAGON WARRIOR IV,NES,1990,Role-Playing,Enix Corporation,80000.0,,3030000.0,10000.0,3120000
DUCK HUNT,NES,1984,Shooter,Nintendo,26930000.0,630000.0,280000.0,470000.0,28310000
EXCITEBIKE,NES,1984,Racing,Nintendo,2040000.0,480000.0,1570000.0,70000.0,4160000
F1 RACE,NES,1984,Racing,Nintendo,,,1520000.0,,1520000
FAMICOM JUMP EIYUU RETSUDEN,NES,1989,Role-Playing,Namco Bandai Games,,,1100000.0,,1100000
FAMISTA 91,NES,1990,Sports,Namco Bandai Games,,,300000.0,,300000
FAMISTA 92,NES,1991,Sports,Namco Bandai Games,,,280000.0,,280000
FINAL FANTASY,NES,1987,Role-Playing,SquareSoft,320000.0,,520000.0,,840000
FINAL FANTASY I  II,NES,1994,Role-Playing,Square,,,110000.0,,110000
FINAL FANTASY II,NES,1988,Role-Playing,SquareSoft,,,760000.0,,760000
FINAL FANTASY III,NES,1990,Role-Playing,SquareSoft,,,1390000.0,10000.0,1400000
GANBARE GOEMON KARAKURI DOUCHUU,NES,1986,Platform,Konami Digital Entertainment,,,1200000.0,,1200000
GEGEGE NO KITAROU 2 YOUKAI GUNDAN NO CHOUSEN,NES,1987,Role-Playing,Namco Bandai Games,,,1250000.0,,1250000
GHOSTS N GOBLINS,NES,1986,Action,Capcom,740000.0,260000.0,610000.0,30000.0,1640000
GOLF,NES,1984,Sports,Nintendo,1220000.0,280000.0,2460000.0,40000.0,4010000
GRADIUS,NES,1986,Shooter,Konami Digital Entertainment,270000.0,80000.0,1000000.0,10000.0,1360000
GYROMITE,NES,1985,Puzzle,Nintendo,730000.0,160000.0,400000.0,30000.0,1320000
HOGANS ALLEY,NES,1984,Shooter,Nintendo,680000.0,160000.0,410000.0,20000.0,1270000
ICE CLIMBER,NES,1985,Platform,Nintendo,460000.0,100000.0,920000.0,20000.0,1500000
ICE HOCKEY,NES,1988,Sports,Nintendo,1270000.0,320000.0,780000.0,50000.0,2420000
JURASSIC PARK,NES,1993,Action,Ocean,250000.0,100000.0,,10000.0,360000
KID ICARUS,NES,1986,Platform,Nintendo,530000.0,120000.0,1090000.0,20000.0,1760000
KIRBYS ADVENTURE,NES,1993,Platform,Nintendo,790000.0,140000.0,800000.0,20000.0,1750000
KUNG FU,NES,1985,Action,Nintendo,1640000.0,380000.0,1420000.0,60000.0,3500000
LODE RUNNER,NES,1984,Puzzle,Hudson Soft,,,1100000.0,,1100000
MAHJONG,NES,1983,Misc,Nintendo,10000.0,,2130000.0,,2140000
MAPPY,NES,1984,Platform,Namco Bandai Games,,,690000.0,,690000
MARIO BROS,NES,1983,Platform,Nintendo,510000.0,120000.0,1630000.0,20000.0,2280000
MEGA MAN,NES,1987,Platform,Capcom,450000.0,80000.0,270000.0,10000.0,810000
MEGA MAN 2,NES,1988,Action,Capcom,930000.0,150000.0,420000.0,10000.0,1510000
MEGA MAN 3,NES,1990,Platform,Capcom,680000.0,100000.0,390000.0,,1170000
MEGA MAN 4,NES,1991,Platform,Capcom,510000.0,90000.0,320000.0,10000.0,930000
MEGA MAN 5,NES,1992,Platform,Capcom,390000.0,70000.0,320000.0,10000.0,790000
MEGA MAN 6,NES,1993,Platform,Capcom,280000.0,70000.0,160000.0,10000.0,520000
METROID,NES,1986,Action,Nintendo,1330000.0,310000.0,1040000.0,50000.0,2730000
MIKE TYSONS PUNCHOUT,NES,1987,Fighting,Nintendo,2029999.0,470000.0,450000.0,70000.0,3020000
NES OPEN TOURNAMENT GOLF,NES,1991,Sports,Nintendo,410000.0,100000.0,470000.0,20000.0,1000000
NINJA HATTORI KUN NINJA WA SHUUGYOU DEGOGIRU NO MAKI,NES,1986,Platform,Hudson Soft,,,1500000.0,,1500000
NINTENDO WORLD CUP,NES,1990,Sports,Nintendo,280000.0,500000.0,650000.0,50000.0,1480000
PACMAN,NES,1984,Puzzle,Namco Bandai Games,270000.0,80000.0,850000.0,20000.0,1220000
PINBALL,NES,1984,Action,Nintendo,800000.0,190000.0,830000.0,30000.0,1850000
POPEYE,NES,1983,Platform,Nintendo,510000.0,120000.0,450000.0,20000.0,1100000
PRO WRESTLING,NES,1987,Fighting,Nintendo,770000.0,180000.0,1420000.0,30000.0,2400000
PRO YAKYUU FAMILY STADIUM,NES,1986,Sports,Namco Bandai Games,150000.0,,2049999.0,,2200000
PRO YAKYUU FAMILY STADIUM 87,NES,1987,Sports,Namco Bandai Games,120000.0,,1300000.0,,1420000
PRO YAKYUU FAMILY STADIUM 88,NES,1988,Sports,Namco Bandai Games,100000.0,,1080000.0,,1180000
RC PROAM,NES,1988,Racing,Nintendo,1470000.0,380000.0,190000.0,100000.0,2140000
RAD RACER,NES,1986,Racing,Nintendo,1130000.0,370000.0,410000.0,50000.0,1960000
SOCCER,NES,1985,Sports,Nintendo,180000.0,230000.0,1530000.0,20000.0,1960000
STAR SOLDIER,NES,1986,Shooter,Hudson Soft,320000.0,60000.0,570000.0,10000.0,960000
SUPER MARIO BROS,NES,1985,Platform,Nintendo,29080000.0,3580000.0,6810000.0,770000.0,40240000
SUPER MARIO BROS 2,NES,1988,Platform,Nintendo,5390000.0,1180000.0,700000.0,190000.0,7460000
SUPER MARIO BROS 3,NES,1988,Platform,Nintendo,9540000.0,3440000.0,3840000.0,460000.0,17280000
SUPER MARIO BROS THE LOST LEVELS,NES,1986,Platform,Nintendo,,,2650000.0,,2650000
TAG TEAM MATCH MUSCLE,NES,1985,Fighting,Namco Bandai Games,,,1050000.0,,1050000
TEENAGE MUTANT NINJA TURTLES,NES,1989,Action,Palcom,3380000.0,440000.0,310000.0,40000.0,4170000
TEENAGE MUTANT NINJA TURTLES II THE ARCADE GAME,NES,1990,Action,Konami Digital Entertainment,1740000.0,250000.0,210000.0,30000.0,2230000
TEENAGE MUTANT NINJA TURTLES III THE MANHATTAN PROJECT,NES,1991,Action,Konami Digital Entertainment,1050000.0,170000.0,150000.0,20000.0,1390000
TEENAGE MUTANT NINJA TURTLES TOURNAMENT FIGHTERS,NES,1992,Fighting,Konami Digital Entertainment,40000.0,10000.0,20000.0,,70000
TENNIS,NES,1984,Sports,Nintendo,480000.0,110000.0,1560000.0,20000.0,2170000
TETRIS,NES,1988,Puzzle,Nintendo,2970000.0,690000.0,1810000.0,110000.0,5580000
TETRIS 2,NES,1993,Puzzle,Nintendo,620000.0,130000.0,210000.0,20000.0,980000
TETRIS 2  BOMBLISS,NES,1991,Puzzle,BPS,,,320000.0,,320000
THE LEGEND OF ZELDA,NES,1986,Action,Nintendo,3740000.0,930000.0,1690000.0,140000.0,6510000
THE MYSTERIOUS MURASAME CASTLE,NES,1986,Action,Nintendo,,,570000.0,,570000
TWINBEE,NES,1986,Shooter,Konami Digital Entertainment,,,1200000.0,,1200000
VOLLEYBALL,NES,1987,Sports,Nintendo,140000.0,30000.0,1980000.0,,2150000
WORLD CLASS TRACK MEET,NES,1986,Sports,Namco Bandai Games,1920000.0,450000.0,640000.0,70000.0,3080000
WRECKING CREW,NES,1985,Platform,Nintendo,,,510000.0,,510000
XEVIOUS,NES,1984,Shooter,Namco Bandai Games,180000.0,60000.0,1270000.0,10000.0,1520000
YOSHI,NES,1991,Puzzle,Nintendo,700000.0,130000.0,910000.0,10000.0,1750000
YOSHIS COOKIE,NES,1992,Puzzle,Nintendo,410000.0,60000.0,630000.0,20000.0,1120000
ZELDA II THE ADVENTURE OF LINK,NES,1987,Adventure,Nintendo,2190000.0,500000.0,1610000.0,80000.0,4380000
98 KOSHIEN,PS,1998,Sports,Magical Company,150000.0,100000.0,120000.0,30000.0,410000
007 RACING,PS,2000,Racing,Electronic Arts,300000.0,200000.0,,30000.0,530000
007 THE WORLD IS NOT ENOUGH,PS,2000,Action,Electronic Arts,510000.0,350000.0,,60000.0,920000
007 TOMORROW NEVER DIES,PS,1999,Shooter,Electronic Arts,1720000.0,1330000.0,,160000.0,3210000
2XTREME,PS,1996,Sports,Sony Computer Entertainment,1150000.0,200000.0,,50000.0,1400000
3D BASEBALL,PS,1996,Sports,BMG Interactive Entertainment,20000.0,10000.0,,,30000
3D LEMMINGS,PS,1995,Puzzle,Psygnosis,30000.0,20000.0,,,60000
3D TANK WARFARE SIMULATOR PANZER FRONT,PS,1999,Simulation,Avalon Interactive,60000.0,40000.0,,10000.0,100000
3XTREME,PS,1999,Action,989 Studios,500000.0,340000.0,,60000.0,900000
40 WINKS,PS,1999,Platform,GT Interactive,170000.0,120000.0,,20000.0,310000
A BUGS LIFE,PS,1998,Platform,Sony Computer Entertainment,1960000.0,720000.0,,110000.0,2790000
